text,label
"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0
Maybe there would be a reasonable explanation for this atrocity.  ,0
Who in their right mind is gonna buy this battery?.,0
Very good phone.,1
"Just consider the excellent story, solid acting and look of the film as added bonuses.  ",1
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1
I was disgusted because I was pretty sure that was human hair.,0
"The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.",1
"During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.",0
This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  ,1
Excellent dual-purpose headset.,1
I mean this in a terrible way.  ,0
Spend your money and time some place else.,0
"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0
"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  ",0
This place is way too overpriced for mediocre food.,0
"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",1
Loved the casting of Jimmy Buffet as the science teacher.  ,1
Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,0
I love the look and feel of Samsung flipphones.,1
"Some applause should be given to the ""prelude"" however.  ",1
Could not get strong enough signal.,0
The guy who said he's had better dialogue with his potted plants has it right.  ,0
"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0
If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0
"Good value, works fine - power via USB, car, or wall outlet.",1
This is one of the best movies out there that shows such strong sibling bond for each other.  ,1
It is indescribably the most annoying and idiotic show I have ever seen.  ,0
there is no real plot.  ,0
They were excellent.,1
WARNING - DO NOT BUY!!.,0
"It took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0
"It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  ",0
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0
The food is good.,1
best bluetooth on the market.,1
The Greek dressing was very creamy and flavorful.,1
You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,0
A lady at the table next to us found a live green caterpillar In her salad.,0
It does everything the description said it would.,1
I love this thing!,1
The kids play area is NASTY!,0
"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",1
"Unfortunately, it was not good.",0
"sucked, most of the stuff does not work with my phone.",0
The volume for the ringer is REAL good (you have choices how loud).,1
